cpf,nome,idade,cidade
813.589.698-09,Cliente_89049,21,Belo Horizonte
559.777.996-67,Cliente_96753,53,Porto Alegre
634.354.522-00,Cliente_70221,51,Belo Horizonte
559.744.186-89,Cliente_83011,64,Rio de Janeiro
457.189.309-45,Cliente_90226,53,Belo Horizonte
248.884.440-30,Cliente_39381,83,Rio de Janeiro
633.146.321-69,Cliente_56706,42,Rio de Janeiro
278.926.622-00,Cliente_23959,50,Belo Horizonte
853.003.927-07,Cliente_53720,28,Rio de Janeiro
765.509.678-30,Cliente_91223,31,Rio de Janeiro
877.217.842-63,Cliente_76188,55,São Paulo
273.686.643-64,Cliente_10029,28,Rio de Janeiro
694.005.538-03,Duplicata_Cliente_3122,48,Porto Alegre
836.305.010-52,Cliente_13741,47,Rio de Janeiro
590.292.414-62,Cliente_64742,32,São Paulo
857.011.068-53,Cliente_53371,75,Belo Horizonte
029.326.027-30,Cliente_33045,68,Rio de Janeiro
940.116.680-36,Cliente_12733,68,São Paulo
522.613.729-06,Cliente_82460,87,São Paulo
592.382.679-87,Cliente_68091,52,São Paulo
136.353.982-50,Cliente_27211,31,São Paulo
662.159.680-48,Cliente_95374,39,Rio de Janeiro
540.166.075-82,Cliente_69240,88,São Paulo
281.108.881-43,Cliente_24604,20,Porto Alegre
085.135.488-20,Cliente_82198,34,Rio de Janeiro
743.512.891-04,Cliente_65882,86,Rio de Janeiro
580.901.253-10,Cliente_8715,76,Rio de Janeiro
492.927.733-72,Cliente_85072,18,São Paulo
338.280.073-09,Cliente_55008,29,Belo Horizonte
645.449.629-51,Cliente_71975,33,Porto Alegre
935.570.881-54,Cliente_40142,54,Rio de Janeiro
179.708.966-85,Cliente_7315,69,São Paulo
266.745.713-77,Cliente_51330,53,Porto Alegre
825.638.513-86,Cliente_93248,53,Porto Alegre
836.692.908-69,Cliente_78221,80,Rio de Janeiro
500.126.424-36,Cliente_99235,88,São Paulo
500.549.702-10,Cliente_17733,89,São Paulo
087.421.719-97,Cliente_13789,56,Porto Alegre
176.935.961-35,Cliente_46180,61,Belo Horizonte
820.204.996-22,Cliente_69183,37,Belo Horizonte
395.749.166-50,Cliente_59949,87,Rio de Janeiro
653.742.268-00,Cliente_97553,86,São Paulo
982.346.472-37,Cliente_51762,42,São Paulo
331.565.148-53,Cliente_66289,51,São Paulo
035.241.884-27,Cliente_1028,60,Belo Horizonte
639.551.676-07,Cliente_2380,53,São Paulo
935.951.736-43,Cliente_48988,19,Porto Alegre
305.326.445-57,Cliente_95393,58,Belo Horizonte
624.706.931-60,Cliente_16869,70,Rio de Janeiro
397.348.701-49,Cliente_53490,82,Belo Horizonte
552.633.473-24,Cliente_81967,21,Porto Alegre
817.636.691-90,Cliente_54546,19,Porto Alegre
878.217.300-17,Cliente_12600,33,Rio de Janeiro
003.504.887-54,Cliente_55936,89,São Paulo
161.249.540-01,Duplicata_Cliente_41299,67,Belo Horizonte
336.177.669-43,Cliente_34663,68,Porto Alegre
712.838.930-02,Duplicata_Cliente_36063,38,Belo Horizonte
024.250.033-12,Cliente_83499,22,Rio de Janeiro
900.682.609-03,Cliente_62366,52,Porto Alegre
584.211.538-70,Cliente_74613,64,São Paulo
532.122.524-99,Duplicata_Cliente_19651,45,Belo Horizonte
943.066.633-96,Cliente_6973,50,Porto Alegre
872.206.783-39,Cliente_99418,45,Belo Horizonte
523.011.424-00,Cliente_2656,51,Rio de Janeiro
216.521.400-93,Cliente_10300,19,Porto Alegre
231.592.710-21,Cliente_81595,50,São Paulo
814.488.794-85,Cliente_72779,46,Porto Alegre
374.095.761-11,Cliente_51068,20,São Paulo
011.716.615-41,Cliente_55993,34,Rio de Janeiro
891.344.730-41,Cliente_97697,88,Rio de Janeiro
304.299.029-05,Cliente_58557,85,Belo Horizonte
633.374.532-44,Cliente_66184,27,São Paulo
453.267.649-54,Duplicata_Cliente_30752,27,Rio de Janeiro
151.868.268-55,Cliente_61736,72,Belo Horizonte
400.052.607-36,Cliente_45986,61,Porto Alegre
355.860.668-07,Cliente_30719,70,Belo Horizonte
150.963.357-04,Cliente_84380,28,Belo Horizonte
539.834.537-08,Cliente_1410,53,São Paulo
784.561.147-66,Duplicata_Cliente_80686,43,São Paulo
370.238.988-16,Cliente_25977,69,São Paulo
675.714.708-46,Cliente_87609,24,Belo Horizonte
218.470.227-74,Cliente_17198,21,Belo Horizonte
053.492.208-29,Cliente_82878,52,Porto Alegre
494.808.426-37,Duplicata_Cliente_33312,51,Porto Alegre
455.634.886-24,Cliente_44174,70,São Paulo
151.938.079-84,Cliente_2565,18,Porto Alegre
717.205.698-19,Cliente_75738,64,Belo Horizonte
572.808.422-24,Cliente_13390,45,São Paulo
640.666.640-24,Duplicata_Cliente_35264,74,Rio de Janeiro
851.423.003-43,Duplicata_Cliente_66962,49,Belo Horizonte
682.469.771-05,Cliente_56254,79,São Paulo
931.739.612-77,Cliente_78956,78,Belo Horizonte
608.981.794-59,Cliente_76685,42,Rio de Janeiro
984.621.182-12,Cliente_46354,59,Rio de Janeiro
062.610.660-51,Cliente_42534,54,Belo Horizonte
856.263.263-59,Cliente_66404,75,Rio de Janeiro
023.550.678-80,Cliente_1145,53,Porto Alegre
406.462.649-40,Cliente_16217,44,Belo Horizonte
334.843.990-66,Cliente_37429,68,Belo Horizonte
403.756.127-18,Cliente_94537,64,Porto Alegre
399.065.173-01,Cliente_67194,41,Rio de Janeiro
757.322.794-90,Cliente_34658,64,São Paulo
423.280.148-01,Cliente_79154,44,Rio de Janeiro
842.099.395-60,Cliente_92488,67,São Paulo
787.500.942-11,Cliente_71685,47,Rio de Janeiro
544.398.638-41,Cliente_77102,25,São Paulo
231.678.677-44,Cliente_21182,70,Belo Horizonte
164.407.566-05,Cliente_36432,45,Porto Alegre
359.625.193-10,Cliente_52478,27,Porto Alegre
517.966.912-08,Cliente_88152,62,Rio de Janeiro
195.266.911-13,Cliente_88799,44,Rio de Janeiro
023.899.507-01,Cliente_90932,36,Porto Alegre
883.506.409-01,Duplicata_Cliente_41355,74,Porto Alegre
037.494.843-76,Cliente_9246,46,Porto Alegre
581.007.943-16,Cliente_29440,83,Rio de Janeiro
845.435.772-64,Cliente_52508,89,São Paulo
677.156.222-06,Cliente_75424,73,Porto Alegre
362.510.935-28,Cliente_14202,65,Porto Alegre
893.844.682-40,Cliente_28062,38,Belo Horizonte
570.092.586-94,Cliente_91625,20,São Paulo
505.704.812-01,Cliente_32697,75,Belo Horizonte
722.669.681-90,Cliente_54947,80,Porto Alegre
818.849.973-09,Cliente_37115,21,Rio de Janeiro
704.534.613-10,Cliente_65589,68,Belo Horizonte
260.484.641-18,Cliente_6621,66,São Paulo
424.216.439-45,Cliente_64482,34,São Paulo
500.264.768-51,Duplicata_Cliente_68029,88,Belo Horizonte
490.598.279-02,Duplicata_Cliente_45823,27,São Paulo
835.258.731-58,Cliente_18190,47,Rio de Janeiro
080.399.927-53,Cliente_60499,26,Belo Horizonte
405.330.615-98,Cliente_84645,85,Rio de Janeiro
903.868.278-69,Cliente_60403,72,Porto Alegre
831.126.947-59,Cliente_47353,48,Rio de Janeiro
447.659.820-09,Cliente_44879,25,Rio de Janeiro
089.113.700-96,Cliente_83948,66,Porto Alegre
019.887.430-87,Cliente_14947,25,São Paulo
023.101.007-90,Duplicata_Cliente_23792,60,Rio de Janeiro
008.550.628-19,Cliente_45893,76,São Paulo
664.048.897-30,Cliente_56440,84,Porto Alegre
364.237.977-06,Cliente_91648,30,Porto Alegre
129.662.614-80,Cliente_54601,84,São Paulo
105.163.770-86,Cliente_58917,32,Belo Horizonte
925.985.831-32,Cliente_89452,87,Rio de Janeiro
738.773.446-15,Cliente_26993,80,Rio de Janeiro
954.103.274-54,Cliente_18290,74,Belo Horizonte
245.863.820-15,Cliente_74125,46,Porto Alegre
814.926.072-23,Cliente_82092,67,Rio de Janeiro
252.467.749-45,Cliente_80418,79,São Paulo
075.370.423-49,Cliente_10512,27,Porto Alegre
552.620.971-70,Cliente_27717,45,São Paulo
194.809.530-05,Cliente_47118,77,São Paulo
084.182.764-87,Cliente_25058,41,Belo Horizonte
375.723.164-33,Cliente_66155,23,Belo Horizonte
171.590.626-80,Cliente_39819,63,Belo Horizonte
268.742.693-80,Cliente_53518,86,Porto Alegre
841.985.241-49,Cliente_56591,19,Belo Horizonte
397.475.944-12,Cliente_42201,28,Belo Horizonte
941.625.895-42,Duplicata_Cliente_28419,25,Rio de Janeiro
463.723.823-42,Cliente_91629,33,Porto Alegre
034.741.628-45,Cliente_40591,53,Porto Alegre
592.614.858-80,Duplicata_Cliente_5648,53,Rio de Janeiro
983.993.319-10,Cliente_97011,76,São Paulo
427.889.812-60,Cliente_69245,84,Rio de Janeiro
298.059.817-89,Cliente_99080,36,Porto Alegre
174.078.330-10,Cliente_86757,53,Porto Alegre
668.965.471-03,Cliente_62489,75,Rio de Janeiro
346.435.101-70,Cliente_27547,90,Porto Alegre
930.031.623-06,Cliente_80735,42,Belo Horizonte
568.170.419-02,Cliente_42971,65,Belo Horizonte
355.850.747-92,Cliente_78275,83,Rio de Janeiro
602.902.871-54,Cliente_66727,88,Porto Alegre
370.863.199-45,Cliente_22512,23,Porto Alegre
590.249.855-44,Cliente_23586,70,São Paulo
470.399.710-03,Cliente_54691,41,São Paulo
115.422.038-99,Cliente_82502,55,São Paulo
615.151.020-84,Cliente_85333,26,Belo Horizonte
499.712.919-40,Cliente_4208,87,São Paulo
440.080.978-13,Cliente_83423,90,Rio de Janeiro
718.397.567-30,Cliente_6288,89,Porto Alegre
541.331.957-60,Cliente_51259,30,São Paulo
948.674.309-60,Cliente_35474,46,Rio de Janeiro
577.676.793-81,Cliente_59069,86,Porto Alegre
073.893.722-30,Cliente_1469,48,Rio de Janeiro
905.983.532-83,Duplicata_Cliente_44527,27,Porto Alegre
273.447.820-06,Cliente_14681,72,Rio de Janeiro
621.938.048-77,Cliente_90192,27,Belo Horizonte
898.810.816-70,Cliente_51444,79,São Paulo
588.524.930-00,Cliente_26703,52,Porto Alegre
236.636.065-70,Cliente_70932,61,Rio de Janeiro
937.012.959-64,Duplicata_Cliente_90212,76,Porto Alegre
654.967.997-40,Cliente_48992,61,Belo Horizonte
676.690.690-15,Cliente_71871,58,Porto Alegre
588.618.186-50,Cliente_31320,41,Rio de Janeiro
338.681.341-07,Cliente_95264,67,Belo Horizonte
982.855.022-95,Cliente_45106,66,Porto Alegre
091.112.550-72,Cliente_71785,25,São Paulo
408.062.646-08,Cliente_6134,37,São Paulo
875.643.873-78,Cliente_70775,77,Porto Alegre
276.430.350-59,Cliente_84705,69,Porto Alegre
643.900.277-51,Cliente_50217,53,São Paulo
518.783.834-26,Cliente_64989,68,Porto Alegre
141.595.419-41,Cliente_59667,41,São Paulo
206.710.619-84,Duplicata_Cliente_96709,29,Belo Horizonte
856.045.722-41,Cliente_81202,85,Belo Horizonte
420.627.063-59,Cliente_2168,90,Rio de Janeiro
434.444.623-28,Cliente_24303,46,Porto Alegre
898.430.234-12,Cliente_75257,68,Belo Horizonte
202.072.791-95,Cliente_33654,27,Rio de Janeiro
028.775.273-95,Cliente_15444,80,Rio de Janeiro
226.584.296-65,Cliente_96230,26,São Paulo
752.009.355-71,Cliente_19613,46,São Paulo
809.787.010-03,Cliente_27706,34,Porto Alegre
582.590.957-50,Duplicata_Cliente_85793,63,Belo Horizonte
366.875.046-73,Cliente_59988,37,São Paulo
488.209.017-14,Cliente_18706,62,São Paulo
330.660.715-02,Cliente_42621,67,Belo Horizonte
985.005.140-00,Cliente_82082,86,Porto Alegre
986.446.013-77,Cliente_84461,50,Belo Horizonte
257.522.044-02,Cliente_40144,59,Belo Horizonte
373.799.112-01,Cliente_18397,71,Belo Horizonte
229.377.499-68,Cliente_8928,20,Rio de Janeiro
770.975.583-69,Cliente_58935,36,Rio de Janeiro
353.018.892-14,Cliente_87274,78,Belo Horizonte
013.245.314-28,Cliente_91136,57,Porto Alegre
170.120.336-73,Cliente_94820,85,São Paulo
554.884.224-20,Cliente_32531,71,Porto Alegre
685.455.053-02,Cliente_27967,36,Belo Horizonte
187.264.958-05,Cliente_86801,59,Rio de Janeiro
777.485.275-12,Cliente_12992,78,Rio de Janeiro
710.002.999-61,Cliente_62704,57,Porto Alegre
579.007.812-50,Cliente_94122,33,Porto Alegre
545.196.267-73,Cliente_18399,43,São Paulo
529.341.382-16,Cliente_3597,74,Rio de Janeiro
740.728.509-85,Cliente_21368,67,Rio de Janeiro
501.477.960-32,Cliente_68375,27,Porto Alegre
576.020.020-83,Duplicata_Cliente_39887,48,Belo Horizonte
967.176.578-55,Cliente_64460,60,Rio de Janeiro
094.691.014-64,Duplicata_Cliente_71711,56,Rio de Janeiro
775.286.351-38,Cliente_48338,86,Belo Horizonte
373.411.619-81,Cliente_69176,51,Porto Alegre
075.518.524-25,Cliente_6078,82,Rio de Janeiro
191.584.885-70,Cliente_93691,23,Belo Horizonte
284.499.169-68,Cliente_74097,66,Belo Horizonte
914.534.117-63,Cliente_13485,58,Rio de Janeiro
625.512.471-10,Cliente_19689,51,Porto Alegre
227.175.730-46,Cliente_77604,87,Belo Horizonte
308.100.294-05,Cliente_18914,21,Rio de Janeiro
599.067.336-16,Cliente_50018,43,Rio de Janeiro
540.951.208-19,Cliente_54618,51,São Paulo
736.249.392-46,Cliente_58264,21,Belo Horizonte
322.773.209-27,Cliente_40989,33,Rio de Janeiro
809.081.689-42,Cliente_52593,67,São Paulo
257.086.782-91,Cliente_86339,49,Belo Horizonte
859.641.992-67,Cliente_38351,73,São Paulo
941.720.681-89,Cliente_33997,65,Belo Horizonte
886.184.071-00,Duplicata_Cliente_5808,63,Belo Horizonte
817.696.734-31,Cliente_78369,72,Porto Alegre
143.858.754-64,Cliente_71170,56,Belo Horizonte
335.152.221-54,Duplicata_Cliente_58945,76,São Paulo
185.787.567-20,Cliente_14496,23,Porto Alegre
432.420.425-06,Cliente_39476,19,São Paulo
183.196.036-25,Duplicata_Cliente_19743,26,Rio de Janeiro
901.238.058-80,Cliente_92839,42,Porto Alegre
117.256.819-78,Cliente_58236,53,Belo Horizonte
762.072.495-85,Cliente_80020,24,Rio de Janeiro
370.855.603-80,Cliente_30090,69,Belo Horizonte
190.595.984-23,Cliente_94618,35,Rio de Janeiro
565.191.091-34,Cliente_11811,18,Belo Horizonte
537.966.949-26,Duplicata_Cliente_7264,30,Belo Horizonte
322.810.823-69,Cliente_36314,36,Porto Alegre
397.418.627-17,Duplicata_Cliente_92433,40,Porto Alegre
696.753.074-71,Cliente_24833,42,São Paulo
452.653.469-29,Cliente_15941,68,Rio de Janeiro
460.275.357-41,Cliente_79481,62,Rio de Janeiro
565.547.802-11,Cliente_67197,64,São Paulo
153.204.980-39,Cliente_90525,59,Belo Horizonte
713.185.023-30,Cliente_52753,41,Porto Alegre
360.850.988-71,Cliente_38368,89,Rio de Janeiro
224.103.286-79,Duplicata_Cliente_11524,68,Rio de Janeiro
412.000.810-05,Cliente_20109,43,São Paulo
732.589.760-07,Cliente_59831,26,Belo Horizonte
384.532.224-10,Cliente_70321,28,São Paulo
503.050.142-85,Cliente_79084,31,Rio de Janeiro
615.929.908-51,Cliente_5625,64,Rio de Janeiro
233.215.132-00,Cliente_99967,87,São Paulo
567.003.166-00,Cliente_50100,47,Porto Alegre
037.685.393-00,Cliente_4532,22,Belo Horizonte
592.730.569-54,Cliente_43208,23,São Paulo
619.936.956-48,Cliente_51805,87,Rio de Janeiro
527.221.138-30,Cliente_29360,18,Porto Alegre
596.042.384-77,Cliente_78649,71,São Paulo
065.173.382-09,Cliente_93570,27,São Paulo
354.911.062-67,Cliente_70777,64,Rio de Janeiro
121.387.577-30,Cliente_95870,89,Porto Alegre
691.907.924-08,Cliente_70865,49,Rio de Janeiro
700.137.758-98,Cliente_16031,43,Rio de Janeiro
700.630.111-40,Cliente_71882,64,Belo Horizonte
357.494.011-46,Cliente_68466,76,Porto Alegre
872.608.630-13,Cliente_18083,40,São Paulo
017.723.001-01,Cliente_5997,63,São Paulo
077.654.492-65,Duplicata_Cliente_92338,67,Porto Alegre
639.450.195-67,Cliente_48907,62,Belo Horizonte
945.785.747-09,Duplicata_Cliente_23263,67,Porto Alegre
352.202.581-41,Duplicata_Cliente_80286,54,Porto Alegre
529.824.353-30,Cliente_38219,56,Rio de Janeiro
021.099.589-01,Cliente_58134,63,Rio de Janeiro
847.554.821-00,Cliente_30438,40,Belo Horizonte
861.127.379-65,Cliente_49801,34,Porto Alegre
086.248.670-02,Cliente_6560,81,Rio de Janeiro
583.237.600-55,Cliente_55587,53,Rio de Janeiro
352.076.864-02,Duplicata_Cliente_47965,87,Belo Horizonte
186.721.415-63,Cliente_28922,69,São Paulo
816.406.055-09,Cliente_74381,45,Belo Horizonte
405.000.631-68,Cliente_58876,87,Rio de Janeiro
383.070.337-64,Cliente_76511,47,São Paulo
495.474.364-81,Cliente_75746,66,Belo Horizonte
882.427.705-57,Cliente_36193,50,São Paulo
587.271.533-12,Cliente_96814,77,Porto Alegre
416.986.885-47,Cliente_99959,18,Rio de Janeiro
140.117.394-21,Cliente_19314,23,Rio de Janeiro
919.868.795-69,Cliente_45586,45,São Paulo
776.112.404-39,Duplicata_Cliente_33096,47,Rio de Janeiro
645.029.087-03,Duplicata_Cliente_80025,84,São Paulo
899.295.518-91,Cliente_13454,90,Porto Alegre
624.357.179-38,Cliente_18405,36,Belo Horizonte
529.478.458-03,Cliente_52800,69,Rio de Janeiro
595.686.194-02,Cliente_5447,20,Porto Alegre
511.636.991-95,Cliente_36558,38,São Paulo
233.856.097-39,Duplicata_Cliente_28517,34,Porto Alegre
545.204.672-09,Cliente_55452,39,Porto Alegre
423.232.897-13,Cliente_412,32,Rio de Janeiro
956.862.210-14,Cliente_11629,52,Belo Horizonte
592.183.102-67,Cliente_61385,78,Rio de Janeiro
788.663.174-97,Cliente_45864,32,Belo Horizonte
141.350.451-54,Cliente_57661,37,Porto Alegre
309.740.668-93,Cliente_26106,57,Porto Alegre
229.486.414-03,Cliente_47399,52,Belo Horizonte
542.696.898-54,Cliente_57961,23,São Paulo
827.532.977-97,Cliente_17061,58,São Paulo
526.664.424-97,Cliente_2225,64,São Paulo
064.568.639-53,Cliente_34326,79,Rio de Janeiro
329.812.087-13,Cliente_74207,43,São Paulo
674.216.243-09,Cliente_4792,85,São Paulo
269.714.406-41,Cliente_58588,42,Porto Alegre
251.696.352-14,Cliente_62132,82,Rio de Janeiro
837.681.856-21,Cliente_55203,85,São Paulo
259.561.699-40,Cliente_56783,49,Rio de Janeiro
674.519.914-90,Cliente_88861,72,São Paulo
491.301.347-57,Cliente_85743,34,São Paulo
723.319.387-84,Cliente_74719,62,Porto Alegre
240.959.764-54,Cliente_16444,50,Belo Horizonte
751.354.121-31,Cliente_54989,57,Porto Alegre
136.576.009-06,Cliente_17108,21,Porto Alegre
438.685.093-72,Cliente_98098,79,Belo Horizonte
344.953.632-04,Cliente_12792,36,Rio de Janeiro
735.704.276-68,Cliente_49997,90,São Paulo
853.395.036-58,Cliente_49894,79,São Paulo
358.445.615-03,Cliente_10137,27,Belo Horizonte
377.158.451-59,Cliente_50259,31,Porto Alegre
569.762.107-84,Cliente_74229,33,Rio de Janeiro
113.815.223-43,Cliente_40935,27,Belo Horizonte
906.492.150-44,Cliente_45189,29,Belo Horizonte
601.118.780-39,Cliente_25499,81,Porto Alegre
457.352.888-14,Duplicata_Cliente_96552,80,Rio de Janeiro
546.274.971-64,Cliente_8000,88,Belo Horizonte
529.187.674-33,Cliente_91657,87,São Paulo
763.426.769-41,Cliente_56284,32,Porto Alegre
526.645.557-82,Cliente_89512,44,São Paulo
117.132.888-50,Cliente_15045,85,São Paulo
258.578.332-48,Cliente_91843,68,Porto Alegre
322.301.759-39,Cliente_82006,35,São Paulo
405.226.839-32,Cliente_84520,62,São Paulo
430.935.184-07,Cliente_99094,84,Rio de Janeiro
850.686.700-22,Cliente_84209,90,Rio de Janeiro
680.083.504-82,Cliente_24466,49,São Paulo
678.280.354-20,Cliente_7460,63,São Paulo
818.195.252-95,Cliente_66876,77,Porto Alegre
581.851.106-54,Cliente_95312,69,São Paulo
181.418.138-54,Cliente_9358,19,Rio de Janeiro
582.033.446-90,Cliente_66663,80,São Paulo
186.830.716-69,Cliente_52181,36,Belo Horizonte
092.445.354-08,Cliente_37322,76,Porto Alegre
486.420.700-30,Cliente_75158,50,São Paulo
067.785.154-57,Cliente_15192,21,Porto Alegre
317.765.897-85,Cliente_70232,61,Rio de Janeiro
631.027.763-45,Cliente_1474,21,Porto Alegre
208.259.364-97,Cliente_41417,83,Porto Alegre
388.736.457-04,Cliente_36855,59,Rio de Janeiro
155.428.703-09,Cliente_41975,71,São Paulo
915.713.863-00,Cliente_82272,78,Belo Horizonte
998.406.390-99,Cliente_73095,33,Porto Alegre
340.542.441-06,Duplicata_Cliente_79863,33,Rio de Janeiro
050.950.151-61,Cliente_28250,89,Porto Alegre
678.625.739-94,Cliente_2459,90,Porto Alegre
202.650.004-59,Duplicata_Cliente_16206,23,Belo Horizonte
109.519.718-59,Cliente_99717,80,São Paulo
391.540.511-69,Cliente_10510,83,Belo Horizonte
271.303.464-77,Cliente_51332,50,Belo Horizonte
664.614.237-88,Cliente_71633,90,Rio de Janeiro
860.678.050-22,Cliente_45031,76,Belo Horizonte
001.429.608-02,Cliente_83255,61,Porto Alegre
571.131.316-97,Cliente_87673,77,Belo Horizonte
698.475.096-20,Duplicata_Cliente_2111,32,Rio de Janeiro
375.407.037-17,Cliente_20409,34,Porto Alegre
924.854.072-40,Cliente_23821,69,São Paulo
155.495.278-63,Cliente_94842,52,Belo Horizonte
531.262.192-76,Cliente_3618,42,Porto Alegre
488.471.143-22,Cliente_35157,24,São Paulo
971.238.852-28,Cliente_80796,25,São Paulo
510.714.336-95,Cliente_67108,71,Porto Alegre
004.215.772-23,Cliente_97972,62,Belo Horizonte
069.911.926-00,Cliente_17222,88,São Paulo
575.585.463-70,Cliente_63012,26,Rio de Janeiro
201.913.101-31,Cliente_81433,50,São Paulo
122.900.765-20,Cliente_90005,25,Belo Horizonte
460.429.566-20,Cliente_86977,78,Porto Alegre
110.695.633-82,Cliente_91013,46,Porto Alegre
522.647.084-33,Cliente_68919,52,Porto Alegre
674.492.119-39,Cliente_65165,61,Rio de Janeiro
284.155.963-75,Cliente_75674,18,Porto Alegre
804.478.430-60,Cliente_65321,72,Porto Alegre
092.517.872-12,Cliente_4991,46,Porto Alegre
352.500.341-28,Cliente_69679,20,Belo Horizonte
813.342.938-21,Cliente_80776,67,Belo Horizonte
701.659.541-24,Cliente_44343,26,São Paulo
810.055.287-80,Cliente_49760,31,Belo Horizonte
694.431.905-59,Cliente_25777,38,Belo Horizonte
040.491.803-40,Cliente_91130,25,Rio de Janeiro
864.834.620-77,Cliente_94953,54,Belo Horizonte
551.646.224-08,Cliente_65272,29,Porto Alegre
675.913.359-52,Cliente_19472,63,Porto Alegre
360.455.416-00,Cliente_24874,21,Rio de Janeiro
692.247.761-83,Cliente_55760,69,Rio de Janeiro
957.336.654-16,Cliente_10660,64,Rio de Janeiro
594.030.626-81,Cliente_73538,61,Porto Alegre
861.682.090-69,Cliente_79284,71,São Paulo
908.081.959-05,Cliente_70630,87,São Paulo
548.496.575-67,Duplicata_Cliente_10573,40,Porto Alegre
145.782.098-65,Cliente_7188,50,São Paulo
420.404.810-28,Cliente_72832,75,Rio de Janeiro
043.946.011-50,Cliente_18648,66,Rio de Janeiro
393.272.192-60,Cliente_76964,87,Belo Horizonte
753.678.033-85,Cliente_178,18,Rio de Janeiro
675.757.427-60,Cliente_38915,32,Rio de Janeiro
678.583.260-82,Cliente_47439,25,Belo Horizonte
993.937.947-15,Cliente_92217,69,Porto Alegre
145.840.009-30,Cliente_3404,41,Belo Horizonte
970.811.360-36,Duplicata_Cliente_34308,58,São Paulo
774.408.079-36,Cliente_72064,64,Porto Alegre
803.550.868-75,Cliente_16976,25,São Paulo
333.347.085-35,Cliente_69679,45,Rio de Janeiro
246.856.084-10,Cliente_38860,86,Belo Horizonte
915.178.948-59,Cliente_72836,26,Porto Alegre
849.464.830-63,Cliente_25633,45,Rio de Janeiro
574.590.460-78,Cliente_18009,64,São Paulo
716.409.058-04,Cliente_2920,36,Rio de Janeiro
145.874.397-70,Cliente_50407,30,Belo Horizonte
993.234.962-35,Cliente_55739,71,São Paulo
594.169.228-54,Cliente_74117,69,Porto Alegre
908.312.129-18,Cliente_76072,83,Porto Alegre
126.100.463-91,Cliente_74956,65,Rio de Janeiro
448.479.795-08,Cliente_62818,74,Porto Alegre
780.915.786-87,Cliente_26799,25,Rio de Janeiro
569.612.595-61,Cliente_42400,74,Rio de Janeiro
665.813.385-91,Cliente_38434,83,São Paulo
547.583.498-94,Cliente_34622,60,Rio de Janeiro
886.462.362-00,Cliente_89608,60,São Paulo
817.541.420-01,Cliente_48360,39,Rio de Janeiro
882.699.259-26,Cliente_39423,36,Porto Alegre
729.207.139-22,Cliente_42595,42,São Paulo
002.824.783-37,Cliente_95176,64,Belo Horizonte
144.810.180-89,Cliente_13382,68,Belo Horizonte
963.296.240-03,Cliente_73718,24,Porto Alegre
851.361.130-14,Cliente_96610,27,Rio de Janeiro
502.595.172-08,Cliente_84336,75,Porto Alegre
408.429.827-10,Cliente_66332,50,São Paulo
766.256.665-05,Cliente_13719,51,Porto Alegre
513.202.995-71,Cliente_40273,80,Porto Alegre
866.966.352-03,Cliente_68519,73,Rio de Janeiro
795.353.518-18,Cliente_51867,64,São Paulo
675.714.722-02,Cliente_27688,30,Belo Horizonte
761.909.420-24,Cliente_92644,43,São Paulo
198.029.199-34,Cliente_15160,81,Belo Horizonte
078.203.045-96,Cliente_54571,64,Belo Horizonte
581.661.840-79,Cliente_12807,24,Belo Horizonte
095.044.240-23,Cliente_698,35,Porto Alegre
053.333.653-85,Cliente_95626,60,Belo Horizonte
498.441.334-40,Cliente_23914,47,Porto Alegre
951.743.941-57,Cliente_43104,82,São Paulo
554.082.467-95,Cliente_30633,28,Belo Horizonte
801.384.809-40,Cliente_821,77,Belo Horizonte
374.883.072-67,Cliente_65145,62,Rio de Janeiro
725.937.089-05,Cliente_11003,41,Porto Alegre
446.183.820-07,Cliente_31756,24,Belo Horizonte
861.069.522-05,Cliente_35247,64,São Paulo
815.044.751-27,Cliente_32709,61,Rio de Janeiro
589.297.178-37,Cliente_30159,50,Rio de Janeiro
789.996.725-22,Cliente_56991,73,Porto Alegre
480.332.862-53,Cliente_57640,48,São Paulo
982.360.319-77,Cliente_94361,56,Belo Horizonte
976.453.586-02,Cliente_29036,36,Belo Horizonte
449.665.317-64,Cliente_58778,85,São Paulo
009.161.584-46,Cliente_96240,63,São Paulo
316.166.744-15,Cliente_90175,65,São Paulo
280.126.259-54,Cliente_25600,23,Belo Horizonte
321.361.385-10,Cliente_37412,83,Rio de Janeiro
801.116.739-17,Cliente_71911,89,Rio de Janeiro
696.176.015-59,Cliente_76050,76,São Paulo
786.550.697-01,Cliente_42136,76,São Paulo
460.829.645-00,Cliente_80745,60,Rio de Janeiro
775.661.570-00,Cliente_71207,23,Rio de Janeiro
213.083.218-05,Cliente_8218,72,Belo Horizonte
431.678.946-52,Cliente_63751,69,Belo Horizonte
121.160.906-52,Cliente_17973,47,Rio de Janeiro
537.745.418-92,Cliente_15054,85,Belo Horizonte
399.573.834-69,Cliente_9231,30,Porto Alegre
837.298.530-82,Cliente_80929,78,Belo Horizonte
832.742.686-90,Cliente_65505,65,São Paulo
984.268.030-40,Cliente_27538,86,Rio de Janeiro
091.075.203-60,Cliente_76538,62,Belo Horizonte
888.306.870-06,Cliente_35357,34,Belo Horizonte
499.457.666-19,Cliente_62863,79,Porto Alegre
586.852.920-00,Cliente_26841,35,Rio de Janeiro
